strain	study	continent	region	lineage	spoligotype	res_profile	INH	STR	RIF	EMB	ETH	PZA	OFL	KAN	num_res	country	date
ERR067649	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR067650	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR067651	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR067652	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR067654	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR067656	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR067657	Casali et al., 2014	Europe	Eastern_Europe	LIN-4	H3	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR067660	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR067662	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR067672	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	1	0	0	0	0	4	Russia	2009-XX-XX
ERR067673	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR067677	Casali et al., 2014	Europe	Eastern_Europe	LIN-4	H3	MDR	1	0	1	0	0	0	0	0	2	Russia	2009-XX-XX
ERR067687	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR067691	Casali et al., 2014	Europe	Eastern_Europe	LIN-4	H3	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR067692	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	1	0	0	0	0	4	Russia	2008-XX-XX
ERR067695	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2008-XX-XX
ERR067697	Casali et al., 2014	Europe	Eastern_Europe	LIN-4	H1	MDR	1	1	1	1	0	0	0	0	4	Russia	2008-XX-XX
ERR067698	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR067704	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR067705	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR067709	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR067710	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR067711	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR067714	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	1	1	0	0	0	5	Russia	2009-XX-XX
ERR067720	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2008-XX-XX
ERR067721	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2008-XX-XX
ERR067723	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	1	1	0	0	0	5	Russia	2008-XX-XX
ERR067733	Casali et al., 2014	Europe	Eastern_Europe	LIN-4	UNKNOWN	MDR	1	1	1	1	0	1	0	0	5	Russia	2008-XX-XX
ERR067735	Casali et al., 2014	Europe	Eastern_Europe	LIN-4	T1	MDR	1	0	1	0	0	0	0	0	2	Russia	2008-XX-XX
ERR067739	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2008-XX-XX
ERR067741	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2008-XX-XX
ERR067742	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2008-XX-XX
ERR067745	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	1	0	0	0	0	4	Russia	2008-XX-XX
ERR067748	Casali et al., 2014	Europe	Eastern_Europe	LIN-4	H3	MDR	1	1	1	1	0	0	0	0	4	Russia	2008-XX-XX
ERR067754	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2008-XX-XX
ERR067758	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	1	0	0	0	0	4	Russia	2008-XX-XX
ERR067762	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2008-XX-XX
ERR067765	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2008-XX-XX
ERR108421	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	1	0	0	0	4	Russia	2009-XX-XX
ERR108425	Casali et al., 2014	Europe	Eastern_Europe	LIN-4	UNKNOWN	MDR	1	1	1	1	0	0	0	0	4	Russia	2009-XX-XX
ERR108426	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	1	0	0	0	0	4	Russia	2009-XX-XX
ERR108436	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR108450	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	1	0	0	0	0	4	Russia	2009-XX-XX
ERR108454	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	20XX-XX-XX
ERR108458	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR108467	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR108473	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR108474	Casali et al., 2014	Europe	Eastern_Europe	LIN-4	H1	MDR	1	1	1	1	0	0	0	0	4	Russia	2009-XX-XX
ERR108475	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR108477	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	1	0	0	0	4	Russia	20XX-XX-XX
ERR108480	Casali et al., 2014	Europe	Eastern_Europe	LIN-4	H1	MDR	1	1	1	1	0	0	0	0	4	Russia	2009-XX-XX
ERR108482	Casali et al., 2014	Europe	Eastern_Europe	LIN-4	H1	MDR	1	1	1	1	0	0	0	0	4	Russia	2009-XX-XX
ERR108484	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR108485	Casali et al., 2014	Europe	Eastern_Europe	LIN-4	H3	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR108489	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR108491	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR108493	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR108495	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	1	0	0	0	0	4	Russia	2009-XX-XX
ERR108499	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	1	0	0	0	4	Russia	2008-XX-XX
ERR108502	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2008-XX-XX
ERR108503	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR117456	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	1	0	0	0	4	Russia	2009-XX-XX
ERR117459	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	1	0	0	0	0	4	Russia	2009-XX-XX
ERR117460	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR117466	Casali et al., 2014	Europe	Eastern_Europe	LIN-4	LAM9	MDR	1	0	1	1	0	0	0	0	3	Russia	2009-XX-XX
ERR117468	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR117470	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR133805	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	1	0	0	4	Russia	2008-XX-XX
ERR133806	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2008-XX-XX
ERR133812	Casali et al., 2014	Europe	Eastern_Europe	LIN-4	H3	MDR	1	1	1	0	0	0	0	0	3	Russia	2008-XX-XX
ERR133826	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2008-XX-XX
ERR133827	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2008-XX-XX
ERR133831	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2008-XX-XX
ERR133834	Casali et al., 2014	Europe	Eastern_Europe	LIN-4	H3	MDR	1	1	1	0	0	0	0	0	3	Russia	2008-XX-XX
ERR133839	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2008-XX-XX
ERR133845	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2008-XX-XX
ERR133849	Casali et al., 2014	Europe	Eastern_Europe	LIN-4	UNKNOWN	MDR	1	1	1	1	0	0	0	0	4	Russia	2008-XX-XX
ERR133852	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	1	0	0	0	0	4	Russia	2008-XX-XX
ERR133853	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2008-XX-XX
ERR133855	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	1	0	0	0	0	4	Russia	2008-XX-XX
ERR133856	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2008-XX-XX
ERR133858	Casali et al., 2014	Europe	Eastern_Europe	LIN-4	H3	MDR	1	1	1	0	0	0	0	0	3	Russia	2008-XX-XX
ERR133860	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2008-XX-XX
ERR133866	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2008-XX-XX
ERR133867	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	1	0	0	0	0	4	Russia	2008-XX-XX
ERR133868	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2008-XX-XX
ERR133878	Casali et al., 2014	Europe	Eastern_Europe	LIN-4	H1	MDR	1	1	1	1	0	0	0	0	4	Russia	2008-XX-XX
ERR133880	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	1	1	0	0	0	5	Russia	2008-XX-XX
ERR133885	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2008-XX-XX
ERR133886	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2008-XX-XX
ERR133889	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2008-XX-XX
ERR133895	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR133902	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR133906	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR133907	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	1	1	0	0	0	5	Russia	2009-XX-XX
ERR133915	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR133919	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR133922	Casali et al., 2014	Europe	Eastern_Europe	LIN-4	LAM9	MDR	1	1	1	1	0	0	0	0	4	Russia	2009-XX-XX
ERR133930	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR133931	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR133933	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR133935	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	1	0	0	0	0	4	Russia	2009-XX-XX
ERR133944	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR133953	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR133954	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	1	0	1	0	0	5	Russia	2009-XX-XX
ERR133957	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR133959	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR133966	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	1	0	0	0	0	4	Russia	2009-XX-XX
ERR133970	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	1	0	0	0	0	4	Russia	2009-XX-XX
ERR133981	Casali et al., 2014	Europe	Eastern_Europe	LIN-4	UNKNOWN	MDR	1	0	1	1	0	0	0	0	3	Russia	2009-XX-XX
ERR133982	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	1	0	0	0	4	Russia	2009-XX-XX
ERR137192	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	1	1	1	0	0	6	Russia	2009-XX-XX
ERR137196	Casali et al., 2014	Europe	Eastern_Europe	LIN-4	H3	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR137204	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR137209	Casali et al., 2014	Europe	Eastern_Europe	LIN-4	LAM9	MDR	1	1	1	1	0	0	0	0	4	Russia	2009-XX-XX
ERR137210	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR137211	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR137220	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR137222	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR137225	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR137226	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	0	1	0	0	0	0	0	2	Russia	20XX-XX-XX
ERR137230	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR137236	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	1	0	0	0	0	4	Russia	2009-XX-XX
ERR137237	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR137244	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	1	0	0	0	0	4	Russia	2009-XX-XX
ERR137246	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	1	0	0	4	Russia	2009-XX-XX
ERR137250	Casali et al., 2014	Europe	Eastern_Europe	LIN-4	H3	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR137255	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	1	1	1	0	0	6	Russia	2009-XX-XX
ERR137257	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	1	1	0	0	0	5	Russia	2009-XX-XX
ERR137259	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	1	1	0	0	0	5	Russia	2009-XX-XX
ERR137260	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR137262	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR137269	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR137272	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR137273	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	1	1	0	0	0	5	Russia	2009-XX-XX
ERR137274	Casali et al., 2014	Europe	Eastern_Europe	LIN-4	H3	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR137275	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR137277	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR137281	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR137283	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR144548	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR144549	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR144553	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR144554	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	1	1	1	0	0	6	Russia	2009-XX-XX
ERR144560	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	1	0	1	0	0	5	Russia	2009-XX-XX
ERR144561	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR144562	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR144563	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	1	0	0	0	0	4	Russia	2009-XX-XX
ERR144566	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	1	0	0	0	0	4	Russia	2009-XX-XX
ERR144570	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	1	0	0	0	4	Russia	2009-XX-XX
ERR144571	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	1	0	1	0	0	5	Russia	2009-XX-XX
ERR144573	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	1	0	0	0	0	4	Russia	2009-XX-XX
ERR144575	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR144579	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	1	0	0	0	4	Russia	2009-XX-XX
ERR144581	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	1	0	0	0	4	Russia	2009-XX-XX
ERR144584	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	1	1	0	0	0	5	Russia	2009-XX-XX
ERR144590	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR144597	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR144600	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR144608	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	1	0	0	0	0	4	Russia	2009-XX-XX
ERR144615	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR144619	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR144624	Casali et al., 2014	Europe	Eastern_Europe	LIN-4	H3	MDR	1	1	1	1	0	0	0	0	4	Russia	2009-XX-XX
ERR144628	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR144631	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	1	0	0	0	0	4	Russia	2009-XX-XX
ERR144632	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR144633	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR144634	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	1	1	0	0	0	5	Russia	2009-XX-XX
ERR144635	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	1	1	1	0	0	6	Russia	2009-XX-XX
ERR158570	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR158576	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR158581	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	1	0	0	0	0	4	Russia	2009-XX-XX
ERR158586	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR158592	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR158595	Casali et al., 2014	Europe	Eastern_Europe	LIN-4	LAM3,T1,H3	MDR	1	0	1	0	0	0	0	0	2	Russia	2009-XX-XX
ERR158597	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
ERR158598	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	1	0	0	0	0	4	Russia	2009-XX-XX
ERR158611	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2008-XX-XX
ERR158613	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2008-XX-XX
ERR227975	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	1	1	0	0	0	5	Russia	2010-XX-XX
ERR227976	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	1	0	0	0	4	Russia	2010-XX-XX
ERR227977	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	1	1	0	0	0	5	Russia	2010-XX-XX
ERR227978	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2010-XX-XX
ERR227981	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	1	1	1	0	0	6	Russia	2010-XX-XX
ERR227985	Casali et al., 2014	Europe	Eastern_Europe	LIN-4	H3	MDR	1	1	1	1	0	1	0	0	5	Russia	2010-XX-XX
ERR227987	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	MDR	1	1	1	0	0	0	0	0	3	Russia	2009-XX-XX
