,strain,study,continent,region,lineage,spoligotype,res_profile,INH,STR,RIF,EMB,ETH,PZA,OFL,KAN,num_res,country,date,Original_ID,Sample_Type,Sample_source,CT,starting_quant,Primer_Conc,NGS_Run_ID,numreads,covbases,coverage,meandepth,mykrobe_lineage,Template_dilution,Amikacin,Capreomycin,Ciprofloxacin,Delamanid,Levofloxacin,Linezolid,Moxifloxacin,NA
94,PRJNA219814,TBARC.CDRC,Asia,Eastern_Asia,LIN-2,Beijing,MDR,1,0,1,0,0,0,0,0,2,South Korea,2008-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,PRJNA219817,TBARC.CDRC,Asia,Eastern_Asia,LIN-2,Beijing,MDR,1,0,1,1,0,0,0,0,3,South Korea,2008-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,PRJNA226775,TBARC.CDRC,Asia,Eastern_Asia,LIN-2,Beijing,MDR,1,1,1,1,0,0,0,0,4,South Korea,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,SRR671719,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,MDR,1,0,1,0,0,0,0,0,2,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,SRR671720,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,MDR,1,1,1,1,0,0,0,0,4,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,SRR671721,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,MDR,1,1,1,1,0,0,0,0,4,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,SRR671722,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,MDR,1,1,1,0,0,0,0,0,3,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,SRR671725,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-4,UNKNOWN,MDR,1,0,1,0,1,0,0,0,3,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,SRR671727,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,MDR,1,1,1,0,0,0,0,0,3,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,SRR671731,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,MDR,1,1,1,1,0,0,0,0,4,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,SRR671732,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,MDR,1,0,1,0,0,0,0,0,2,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,SRR671733,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,MDR,1,1,1,1,0,0,0,0,4,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,SRR671734,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,MDR,1,1,1,0,0,0,0,0,3,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,SRR671735,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,MDR,1,0,1,0,0,0,0,0,2,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,SRR671736,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,MDR,1,1,1,0,0,0,0,0,3,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,SRR671738,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,MDR,1,1,1,1,0,0,0,0,4,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,SRR671739,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,MDR,1,1,1,1,0,0,0,0,4,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,SRR671742,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,MDR,1,1,1,1,0,0,0,0,4,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,SRR671743,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,MDR,1,0,1,0,0,0,0,0,2,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,SRR671744,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,MDR,1,1,1,1,0,0,0,0,4,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,SRR671745,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,MDR,1,1,1,0,0,0,0,0,3,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,SRR671746,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,MDR,1,1,1,0,0,0,0,0,3,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,SRR671748,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,MDR,1,1,1,0,0,0,0,0,3,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,SRR671749,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-4,T1,MDR,1,1,1,0,0,0,0,0,3,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,SRR671752,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,MDR,1,1,1,1,0,0,0,0,4,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,SRR671753,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,MDR,1,0,1,0,0,0,0,0,2,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,SRR671754,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,MDR,1,0,1,1,0,0,0,0,3,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,SRR671755,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,MDR,1,1,1,1,0,1,0,0,5,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,SRR671765,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,MDR,1,0,1,1,0,0,0,0,3,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,SRR671766,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-4,T1,MDR,1,0,1,1,0,0,0,0,3,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,SRR671768,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-4,T1,MDR,1,0,1,0,0,0,0,0,2,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,SRR671771,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,MDR,1,1,1,1,0,0,0,0,4,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,SRR671780,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,MDR,1,0,1,0,0,0,0,0,2,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,SRR671791,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,MDR,1,1,1,0,1,1,0,0,5,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,SRR671795,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,MDR,1,1,1,1,0,0,0,0,4,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,SRR671798,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,MDR,1,1,1,0,0,0,0,0,3,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,SRR671801,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,MDR,1,1,1,1,0,0,0,0,4,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,SRR671806,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,MDR,1,1,1,1,0,0,0,0,4,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,SRR671809,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,MDR,1,1,1,1,0,0,0,0,4,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,SRR671811,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,MDR,1,1,1,1,0,0,0,0,4,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,SRR671816,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,MDR,1,1,1,0,0,1,0,0,4,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,SRR671817,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,MDR,1,1,1,0,0,1,0,0,4,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,SRR671818,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,MDR,1,1,1,1,0,0,0,0,4,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,SRR671820,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,MDR,1,1,1,1,0,0,0,0,4,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,SRR671829,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,MDR,1,1,1,0,0,0,0,0,3,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,SRR671831,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-4,T1,MDR,1,0,1,1,0,0,0,0,3,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,SRR671834,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,MDR,1,1,1,0,0,0,0,0,3,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,SRR671837,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,MDR,1,1,1,1,0,0,0,0,4,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,SRR671838,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-4,T1,MDR,1,0,1,0,0,0,0,0,2,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,SRR671840,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,MDR,1,0,1,1,0,0,0,0,3,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,SRR671841,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,MDR,1,1,1,1,0,1,0,0,5,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,SRR671843,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,MDR,1,1,1,0,0,0,0,0,3,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,SRR671848,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,MDR,1,1,1,0,0,0,0,0,3,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,SRR671849,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,MDR,1,1,1,1,0,0,0,0,4,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,SRR671850,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-4,T1,MDR,1,0,1,1,0,0,0,0,3,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,SRR671851,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,MDR,1,1,1,1,0,1,0,0,5,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,SRR671853,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-4,T1,MDR,1,0,1,1,0,0,0,0,3,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,SRR671857,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,MDR,1,0,1,1,0,0,0,0,3,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,SRR671861,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-4,UNKNOWN,MDR,1,0,1,0,1,0,0,0,3,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,SRR671866,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,MDR,1,1,1,1,0,1,0,0,5,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,SRR671868,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-4,T2,MDR,1,0,1,0,0,0,0,0,2,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,SRR671869,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,MDR,1,1,1,0,0,0,0,0,3,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,ERR015614,"Casali et al., 2014",Europe,Eastern_Europe,LIN-2,Beijing,MDR,1,1,1,1,1,0,0,0,5,Russia,20XX-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,ERR067576,"Casali et al., 2014",Europe,Eastern_Europe,LIN-2,Beijing,MDR,1,1,1,0,0,0,0,0,3,Russia,2008-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,ERR067577,"Casali et al., 2014",Europe,Eastern_Europe,LIN-4,H3,MDR,1,1,1,0,0,0,0,0,3,Russia,2008-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,ERR067578,"Casali et al., 2014",Europe,Eastern_Europe,LIN-2,Beijing,MDR,1,1,1,0,0,0,0,0,3,Russia,2008-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,ERR067583,"Casali et al., 2014",Europe,Eastern_Europe,LIN-2,Beijing,MDR,1,1,1,0,0,0,0,0,3,Russia,2008-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,ERR067587,"Casali et al., 2014",Europe,Eastern_Europe,LIN-2,Beijing,MDR,1,1,1,0,0,0,0,0,3,Russia,2008-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,ERR067590,"Casali et al., 2014",Europe,Eastern_Europe,LIN-2,Beijing,MDR,1,1,1,1,0,1,0,0,5,Russia,2008-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,ERR067598,"Casali et al., 2014",Europe,Eastern_Europe,LIN-2,Beijing,MDR,1,1,1,1,1,1,0,0,6,Russia,2009-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,ERR067599,"Casali et al., 2014",Europe,Eastern_Europe,LIN-4,LAM9,MDR,1,1,1,1,0,0,0,0,4,Russia,2009-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,ERR067603,"Casali et al., 2014",Europe,Eastern_Europe,LIN-4,H1,MDR,1,1,1,1,0,0,0,0,4,Russia,2008-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,ERR067609,"Casali et al., 2014",Europe,Eastern_Europe,LIN-4,H3,MDR,1,1,1,0,0,0,0,0,3,Russia,2008-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,ERR067611,"Casali et al., 2014",Europe,Eastern_Europe,LIN-2,Beijing,MDR,1,1,1,1,0,0,0,0,4,Russia,2008-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,ERR067613,"Casali et al., 2014",Europe,Eastern_Europe,LIN-2,Beijing,MDR,1,1,1,0,0,0,0,0,3,Russia,2008-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,ERR067620,"Casali et al., 2014",Europe,Eastern_Europe,LIN-2,Beijing,MDR,1,1,1,0,0,0,0,0,3,Russia,2008-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,ERR067621,"Casali et al., 2014",Europe,Eastern_Europe,LIN-2,Beijing,MDR,1,1,1,0,0,0,0,0,3,Russia,2008-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,ERR067622,"Casali et al., 2014",Europe,Eastern_Europe,LIN-2,Beijing,MDR,1,1,1,0,0,0,0,0,3,Russia,2008-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,ERR067623,"Casali et al., 2014",Europe,Eastern_Europe,LIN-2,Beijing,MDR,1,1,1,0,0,0,0,0,3,Russia,2008-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,ERR067625,"Casali et al., 2014",Europe,Eastern_Europe,LIN-2,Beijing,MDR,1,1,1,0,1,0,0,0,4,Russia,2008-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,ERR067626,"Casali et al., 2014",Europe,Eastern_Europe,LIN-2,Beijing,MDR,1,1,1,1,1,0,0,0,5,Russia,2008-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,ERR067627,"Casali et al., 2014",Europe,Eastern_Europe,LIN-2,Beijing,MDR,1,1,1,0,0,0,0,0,3,Russia,2008-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,ERR067629,"Casali et al., 2014",Europe,Eastern_Europe,LIN-4,H3,MDR,1,1,1,1,0,0,0,0,4,Russia,2008-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,ERR067630,"Casali et al., 2014",Europe,Eastern_Europe,LIN-2,Beijing,MDR,1,1,1,0,0,0,0,0,3,Russia,2008-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,ERR067641,"Casali et al., 2014",Europe,Eastern_Europe,LIN-2,Beijing,MDR,1,1,1,1,0,1,0,0,5,Russia,2009-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,ERR067643,"Casali et al., 2014",Europe,Eastern_Europe,LIN-2,Beijing,MDR,1,1,1,0,0,0,0,0,3,Russia,2009-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,ERR067645,"Casali et al., 2014",Europe,Eastern_Europe,LIN-4,H3,MDR,1,1,1,0,0,0,0,0,3,Russia,2009-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,ERR067649,"Casali et al., 2014",Europe,Eastern_Europe,LIN-2,Beijing,MDR,1,1,1,0,0,0,0,0,3,Russia,2009-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182,ERR067650,"Casali et al., 2014",Europe,Eastern_Europe,LIN-2,Beijing,MDR,1,1,1,0,0,0,0,0,3,Russia,2009-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,ERR067651,"Casali et al., 2014",Europe,Eastern_Europe,LIN-2,Beijing,MDR,1,1,1,0,0,0,0,0,3,Russia,2009-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,ERR067652,"Casali et al., 2014",Europe,Eastern_Europe,LIN-2,Beijing,MDR,1,1,1,0,0,0,0,0,3,Russia,2009-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,ERR067654,"Casali et al., 2014",Europe,Eastern_Europe,LIN-2,Beijing,MDR,1,1,1,0,0,0,0,0,3,Russia,2009-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186,ERR067656,"Casali et al., 2014",Europe,Eastern_Europe,LIN-2,Beijing,MDR,1,1,1,0,0,0,0,0,3,Russia,2009-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,ERR067657,"Casali et al., 2014",Europe,Eastern_Europe,LIN-4,H3,MDR,1,1,1,0,0,0,0,0,3,Russia,2009-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,ERR067660,"Casali et al., 2014",Europe,Eastern_Europe,LIN-2,Beijing,MDR,1,1,1,0,0,0,0,0,3,Russia,2009-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,ERR067662,"Casali et al., 2014",Europe,Eastern_Europe,LIN-2,Beijing,MDR,1,1,1,0,0,0,0,0,3,Russia,2009-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,ERR067672,"Casali et al., 2014",Europe,Eastern_Europe,LIN-2,Beijing,MDR,1,1,1,1,0,0,0,0,4,Russia,2009-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,ERR067673,"Casali et al., 2014",Europe,Eastern_Europe,LIN-2,Beijing,MDR,1,1,1,0,0,0,0,0,3,Russia,2009-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
