sample	name	start	end	depth
Yale-TB029	Rv2043c	2288676	2289272	2127
Yale-TB029	Rv2416c	2714123	2715372	202
Yale-TB029	Rv2428	2726093	2726194	1133
Yale-TB029	Rv2535c	2859299	2860451	386
Yale-TB029	Rv2983	3339068	3339763	319
Yale-TB029	Rv3261	3640493	3642882	412
Yale-TB029	Rv3547	3986794	3987300	642
Yale-TB029	Rv3795	4246586	4249653	519
Yale-TB029	Rv3854c	4326003	4327548	1341
Yale-TB030	MTB000019	1473245	1473331	51
Yale-TB030	MTB000020	1473657	1476796	34
Yale-TB030	Rv0005	6571	6762	778
Yale-TB030	Rv0006	7360	7583	510
Yale-TB030	Rv0407	490733	491794	1468
Yale-TB030	Rv0667	760307	761286	1150
Yale-TB030	Rv0676c	775585	778906	663
Yale-TB030	Rv0678	778906	779488	64
Yale-TB030	Rv0701	800793	801462	109
Yale-TB030	Rv1173	1302805	1305502	871
Yale-TB030	Rv1305	1460997	1461291	56
Yale-TB030	Rv1483	1673409	1675012	773
Yale-TB030	Rv1694	1917939	1918747	370
Yale-TB030	Rv1908c	2153888	2156112	187
Yale-TB030	Rv2043c	2288676	2289272	777
Yale-TB030	Rv2416c	2714123	2715372	113
Yale-TB030	Rv2428	2726093	2726194	196
Yale-TB030	Rv2535c	2859299	2860451	159
Yale-TB030	Rv2983	3339068	3339763	67
Yale-TB030	Rv3261	3640493	3642882	173
Yale-TB030	Rv3547	3986794	3987300	174
Yale-TB030	Rv3795	4246586	4249653	243
Yale-TB030	Rv3854c	4326003	4327548	1276
Yale-TB031	MTB000019	1473245	1473331	37
Yale-TB031	MTB000020	1473657	1476796	44
Yale-TB031	Rv0005	6571	6762	1328
Yale-TB031	Rv0006	7360	7583	96
Yale-TB031	Rv0407	490733	491794	243
Yale-TB031	Rv0667	760307	761286	345
Yale-TB031	Rv0676c	775585	778906	353
Yale-TB031	Rv0678	778906	779488	37
Yale-TB031	Rv0701	800793	801462	88
Yale-TB031	Rv1173	1302805	1305502	204
Yale-TB031	Rv1305	1460997	1461291	42
Yale-TB031	Rv1483	1673409	1675012	429
Yale-TB031	Rv1694	1917939	1918747	102
Yale-TB031	Rv1908c	2153888	2156112	91
Yale-TB031	Rv2043c	2288676	2289272	188
Yale-TB031	Rv2416c	2714123	2715372	21
Yale-TB031	Rv2428	2726093	2726194	83
Yale-TB031	Rv2535c	2859299	2860451	90
Yale-TB031	Rv2983	3339068	3339763	12
Yale-TB031	Rv3261	3640493	3642882	62
Yale-TB031	Rv3547	3986794	3987300	45
Yale-TB031	Rv3795	4246586	4249653	60
Yale-TB031	Rv3854c	4326003	4327548	351
Yale-TB032	MTB000019	1473245	1473331	9
Yale-TB032	MTB000020	1473657	1476796	35
Yale-TB032	Rv0005	6571	6762	873
Yale-TB032	Rv0006	7360	7583	126
Yale-TB032	Rv0407	490733	491794	57
Yale-TB032	Rv0667	760307	761286	289
Yale-TB032	Rv0676c	775585	778906	163
Yale-TB032	Rv0678	778906	779488	21
Yale-TB032	Rv0701	800793	801462	91
Yale-TB032	Rv1173	1302805	1305502	171
Yale-TB032	Rv1305	1460997	1461291	14
Yale-TB032	Rv1483	1673409	1675012	286
Yale-TB032	Rv1694	1917939	1918747	181
Yale-TB032	Rv1908c	2153888	2156112	45
Yale-TB032	Rv2043c	2288676	2289272	145
Yale-TB032	Rv2416c	2714123	2715372	24
Yale-TB032	Rv2428	2726093	2726194	35
Yale-TB032	Rv2535c	2859299	2860451	80
Yale-TB032	Rv2983	3339068	3339763	17
Yale-TB032	Rv3261	3640493	3642882	68
Yale-TB032	Rv3547	3986794	3987300	23
Yale-TB032	Rv3795	4246586	4249653	56
Yale-TB032	Rv3854c	4326003	4327548	157
Yale-TB033	MTB000019	1473245	1473331	8
Yale-TB033	MTB000020	1473657	1476796	5
Yale-TB033	Rv0005	6571	6762	125
Yale-TB033	Rv0006	7360	7583	23
Yale-TB033	Rv0407	490733	491794	18
Yale-TB033	Rv0667	760307	761286	21
Yale-TB033	Rv0676c	775585	778906	16
Yale-TB033	Rv0678	778906	779488	3
Yale-TB033	Rv0701	800793	801462	13
Yale-TB033	Rv1173	1302805	1305502	34
Yale-TB033	Rv1305	1460997	1461291	2
Yale-TB033	Rv1483	1673409	1675012	53
Yale-TB033	Rv1694	1917939	1918747	51
Yale-TB033	Rv1908c	2153888	2156112	4
Yale-TB033	Rv2043c	2288676	2289272	3
Yale-TB033	Rv2416c	2714123	2715372	5
Yale-TB033	Rv2428	2726093	2726194	2
Yale-TB033	Rv2535c	2859299	2860451	10
Yale-TB033	Rv2983	3339068	3339763	5
Yale-TB033	Rv3261	3640493	3642882	12
Yale-TB033	Rv3547	3986794	3987300	3
Yale-TB033	Rv3795	4246586	4249653	12
Yale-TB033	Rv3854c	4326003	4327548	27
Yale-TB034	MTB000019	1473245	1473331	0
Yale-TB034	MTB000020	1473657	1476796	0
Yale-TB034	Rv0005	6571	6762	7
Yale-TB034	Rv0006	7360	7583	1
Yale-TB034	Rv0407	490733	491794	0
Yale-TB034	Rv0667	760307	761286	0
Yale-TB034	Rv0676c	775585	778906	2
Yale-TB034	Rv0678	778906	779488	0
Yale-TB034	Rv0701	800793	801462	0
Yale-TB034	Rv1173	1302805	1305502	1
Yale-TB034	Rv1305	1460997	1461291	0
Yale-TB034	Rv1483	1673409	1675012	5
Yale-TB034	Rv1694	1917939	1918747	0
Yale-TB034	Rv1908c	2153888	2156112	0
Yale-TB034	Rv2043c	2288676	2289272	0
Yale-TB034	Rv2416c	2714123	2715372	0
Yale-TB034	Rv2428	2726093	2726194	0
Yale-TB034	Rv2535c	2859299	2860451	0
Yale-TB034	Rv2983	3339068	3339763	0
Yale-TB034	Rv3261	3640493	3642882	1
Yale-TB034	Rv3547	3986794	3987300	0
Yale-TB034	Rv3795	4246586	4249653	1
Yale-TB034	Rv3854c	4326003	4327548	0
Yale-TB035	MTB000019	1473245	1473331	0
Yale-TB035	MTB000020	1473657	1476796	2
Yale-TB035	Rv0005	6571	6762	0
Yale-TB035	Rv0006	7360	7583	0
Yale-TB035	Rv0407	490733	491794	0
Yale-TB035	Rv0667	760307	761286	0
Yale-TB035	Rv0676c	775585	778906	0
Yale-TB035	Rv0678	778906	779488	0
Yale-TB035	Rv0701	800793	801462	0
Yale-TB035	Rv1173	1302805	1305502	0
Yale-TB035	Rv1305	1460997	1461291	0
Yale-TB035	Rv1483	1673409	1675012	0
Yale-TB035	Rv1694	1917939	1918747	0
Yale-TB035	Rv1908c	2153888	2156112	0
Yale-TB035	Rv2043c	2288676	2289272	0
Yale-TB035	Rv2416c	2714123	2715372	0
Yale-TB035	Rv2428	2726093	2726194	0
Yale-TB035	Rv2535c	2859299	2860451	0
Yale-TB035	Rv2983	3339068	3339763	0
Yale-TB035	Rv3261	3640493	3642882	0
Yale-TB035	Rv3547	3986794	3987300	0
Yale-TB035	Rv3795	4246586	4249653	0
Yale-TB035	Rv3854c	4326003	4327548	0
Yale-TB036	MTB000019	1473245	1473331	1
Yale-TB036	MTB000020	1473657	1476796	0
Yale-TB036	Rv0005	6571	6762	0
Yale-TB036	Rv0006	7360	7583	0
Yale-TB036	Rv0407	490733	491794	0
Yale-TB036	Rv0667	760307	761286	0
Yale-TB036	Rv0676c	775585	778906	0
Yale-TB036	Rv0678	778906	779488	0
Yale-TB036	Rv0701	800793	801462	0
Yale-TB036	Rv1173	1302805	1305502	0
Yale-TB036	Rv1305	1460997	1461291	0
Yale-TB036	Rv1483	1673409	1675012	0
Yale-TB036	Rv1694	1917939	1918747	0
Yale-TB036	Rv1908c	2153888	2156112	0
Yale-TB036	Rv2043c	2288676	2289272	0
Yale-TB036	Rv2416c	2714123	2715372	0
Yale-TB036	Rv2428	2726093	2726194	0
Yale-TB036	Rv2535c	2859299	2860451	0
Yale-TB036	Rv2983	3339068	3339763	0
Yale-TB036	Rv3261	3640493	3642882	0
Yale-TB036	Rv3547	3986794	3987300	0
Yale-TB036	Rv3795	4246586	4249653	0
Yale-TB036	Rv3854c	4326003	4327548	0
Yale-TB037	MTB000019	1473245	1473331	26
Yale-TB037	MTB000020	1473657	1476796	1
Yale-TB037	Rv0005	6571	6762	0
Yale-TB037	Rv0006	7360	7583	1
Yale-TB037	Rv0407	490733	491794	0
Yale-TB037	Rv0667	760307	761286	0
Yale-TB037	Rv0676c	775585	778906	0
Yale-TB037	Rv0678	778906	779488	0
Yale-TB037	Rv0701	800793	801462	0
Yale-TB037	Rv1173	1302805	1305502	0
Yale-TB037	Rv1305	1460997	1461291	0
Yale-TB037	Rv1483	1673409	1675012	0
Yale-TB037	Rv1694	1917939	1918747	0
Yale-TB037	Rv1908c	2153888	2156112	0
Yale-TB037	Rv2043c	2288676	2289272	0
Yale-TB037	Rv2416c	2714123	2715372	0
Yale-TB037	Rv2428	2726093	2726194	0
Yale-TB037	Rv2535c	2859299	2860451	0
Yale-TB037	Rv2983	3339068	3339763	0
Yale-TB037	Rv3261	3640493	3642882	0
Yale-TB037	Rv3547	3986794	3987300	0
Yale-TB037	Rv3795	4246586	4249653	0
Yale-TB037	Rv3854c	4326003	4327548	0
Yale-TB038	MTB000019	1473245	1473331	0
Yale-TB038	MTB000020	1473657	1476796	0
Yale-TB038	Rv0005	6571	6762	0
Yale-TB038	Rv0006	7360	7583	0
Yale-TB038	Rv0407	490733	491794	0
Yale-TB038	Rv0667	760307	761286	0
Yale-TB038	Rv0676c	775585	778906	0
Yale-TB038	Rv0678	778906	779488	0
Yale-TB038	Rv0701	800793	801462	0
Yale-TB038	Rv1173	1302805	1305502	0
Yale-TB038	Rv1305	1460997	1461291	0
Yale-TB038	Rv1483	1673409	1675012	0
Yale-TB038	Rv1694	1917939	1918747	0
Yale-TB038	Rv1908c	2153888	2156112	0
Yale-TB038	Rv2043c	2288676	2289272	0
Yale-TB038	Rv2416c	2714123	2715372	0
Yale-TB038	Rv2428	2726093	2726194	0
Yale-TB038	Rv2535c	2859299	2860451	0
Yale-TB038	Rv2983	3339068	3339763	0
Yale-TB038	Rv3261	3640493	3642882	0
Yale-TB038	Rv3547	3986794	3987300	0
Yale-TB038	Rv3795	4246586	4249653	0
Yale-TB038	Rv3854c	4326003	4327548	0
Yale-TB039	MTB000019	1473245	1473331	130
Yale-TB039	MTB000020	1473657	1476796	78
Yale-TB039	Rv0005	6571	6762	86
Yale-TB039	Rv0006	7360	7583	2129
Yale-TB039	Rv0407	490733	491794	295
Yale-TB039	Rv0667	760307	761286	1272
Yale-TB039	Rv0676c	775585	778906	627
Yale-TB039	Rv0678	778906	779488	241
Yale-TB039	Rv0701	800793	801462	497
Yale-TB039	Rv1173	1302805	1305502	3491
Yale-TB039	Rv1305	1460997	1461291	91
Yale-TB039	Rv1483	1673409	1675012	204
Yale-TB039	Rv1694	1917939	1918747	1074
Yale-TB039	Rv1908c	2153888	2156112	251
Yale-TB039	Rv2043c	2288676	2289272	1357
Yale-TB039	Rv2416c	2714123	2715372	643
Yale-TB039	Rv2428	2726093	2726194	1565
Yale-TB039	Rv2535c	2859299	2860451	263
Yale-TB039	Rv2983	3339068	3339763	1987
Yale-TB039	Rv3261	3640493	3642882	249
Yale-TB039	Rv3547	3986794	3987300	532
Yale-TB039	Rv3795	4246586	4249653	360
Yale-TB039	Rv3854c	4326003	4327548	347
Yale-TB040	MTB000019	1473245	1473331	81
Yale-TB040	MTB000020	1473657	1476796	43
Yale-TB040	Rv0005	6571	6762	47
Yale-TB040	Rv0006	7360	7583	404
Yale-TB040	Rv0407	490733	491794	275
Yale-TB040	Rv0667	760307	761286	634
Yale-TB040	Rv0676c	775585	778906	250
Yale-TB040	Rv0678	778906	779488	70
Yale-TB040	Rv0701	800793	801462	166
Yale-TB040	Rv1173	1302805	1305502	759
Yale-TB040	Rv1305	1460997	1461291	37
Yale-TB040	Rv1483	1673409	1675012	229
Yale-TB040	Rv1694	1917939	1918747	404
Yale-TB040	Rv1908c	2153888	2156112	120
Yale-TB040	Rv2043c	2288676	2289272	923
Yale-TB040	Rv2416c	2714123	2715372	210
Yale-TB040	Rv2428	2726093	2726194	314
Yale-TB040	Rv2535c	2859299	2860451	71
Yale-TB040	Rv2983	3339068	3339763	317
Yale-TB040	Rv3261	3640493	3642882	117
Yale-TB040	Rv3547	3986794	3987300	291
Yale-TB040	Rv3795	4246586	4249653	212
Yale-TB040	Rv3854c	4326003	4327548	207
Yale-TB041	MTB000019	1473245	1473331	93
Yale-TB041	MTB000020	1473657	1476796	41
Yale-TB041	Rv0005	6571	6762	194
Yale-TB041	Rv0006	7360	7583	580
Yale-TB041	Rv0407	490733	491794	774
Yale-TB041	Rv0667	760307	761286	988
Yale-TB041	Rv0676c	775585	778906	489
Yale-TB041	Rv0678	778906	779488	73
Yale-TB041	Rv0701	800793	801462	161
Yale-TB041	Rv1173	1302805	1305502	1100
Yale-TB041	Rv1305	1460997	1461291	58
Yale-TB041	Rv1483	1673409	1675012	415
Yale-TB041	Rv1694	1917939	1918747	550
Yale-TB041	Rv1908c	2153888	2156112	158
Yale-TB041	Rv2043c	2288676	2289272	1031
Yale-TB041	Rv2416c	2714123	2715372	179
Yale-TB041	Rv2428	2726093	2726194	255
Yale-TB041	Rv2535c	2859299	2860451	114
Yale-TB041	Rv2983	3339068	3339763	187
Yale-TB041	Rv3261	3640493	3642882	190
Yale-TB041	Rv3547	3986794	3987300	286
Yale-TB041	Rv3795	4246586	4249653	311
Yale-TB041	Rv3854c	4326003	4327548	711
Yale-TB042	MTB000019	1473245	1473331	14
Yale-TB042	MTB000020	1473657	1476796	2
Yale-TB042	Rv0005	6571	6762	0
Yale-TB042	Rv0006	7360	7583	0
Yale-TB042	Rv0407	490733	491794	0
Yale-TB042	Rv0667	760307	761286	0
Yale-TB042	Rv0676c	775585	778906	0
Yale-TB042	Rv0678	778906	779488	0
Yale-TB042	Rv0701	800793	801462	0
Yale-TB042	Rv1173	1302805	1305502	0
Yale-TB042	Rv1305	1460997	1461291	0
Yale-TB042	Rv1483	1673409	1675012	0
Yale-TB042	Rv1694	1917939	1918747	0
Yale-TB042	Rv1908c	2153888	2156112	0
Yale-TB042	Rv2043c	2288676	2289272	0
Yale-TB042	Rv2416c	2714123	2715372	0
Yale-TB042	Rv2428	2726093	2726194	0
Yale-TB042	Rv2535c	2859299	2860451	0
Yale-TB042	Rv2983	3339068	3339763	0
Yale-TB042	Rv3261	3640493	3642882	0
Yale-TB042	Rv3547	3986794	3987300	0
Yale-TB042	Rv3795	4246586	4249653	0
Yale-TB042	Rv3854c	4326003	4327548	0
Yale-TB043	MTB000019	1473245	1473331	5
Yale-TB043	MTB000020	1473657	1476796	0
Yale-TB043	Rv0005	6571	6762	10
Yale-TB043	Rv0006	7360	7583	9
Yale-TB043	Rv0407	490733	491794	0
Yale-TB043	Rv0667	760307	761286	0
Yale-TB043	Rv0676c	775585	778906	0
Yale-TB043	Rv0678	778906	779488	0
Yale-TB043	Rv0701	800793	801462	2
Yale-TB043	Rv1173	1302805	1305502	0
Yale-TB043	Rv1305	1460997	1461291	0
Yale-TB043	Rv1483	1673409	1675012	6
Yale-TB043	Rv1694	1917939	1918747	0
Yale-TB043	Rv1908c	2153888	2156112	0
Yale-TB043	Rv2043c	2288676	2289272	14
Yale-TB043	Rv2416c	2714123	2715372	0
Yale-TB043	Rv2428	2726093	2726194	0
Yale-TB043	Rv2535c	2859299	2860451	1
Yale-TB043	Rv2983	3339068	3339763	0
Yale-TB043	Rv3261	3640493	3642882	6
Yale-TB043	Rv3547	3986794	3987300	0
Yale-TB043	Rv3795	4246586	4249653	0
Yale-TB043	Rv3854c	4326003	4327548	0
Yale-TB044	MTB000019	1473245	1473331	2
Yale-TB044	MTB000020	1473657	1476796	1
Yale-TB044	Rv0005	6571	6762	0
Yale-TB044	Rv0006	7360	7583	0
Yale-TB044	Rv0407	490733	491794	0
Yale-TB044	Rv0667	760307	761286	0
Yale-TB044	Rv0676c	775585	778906	0
Yale-TB044	Rv0678	778906	779488	0
Yale-TB044	Rv0701	800793	801462	0
Yale-TB044	Rv1173	1302805	1305502	0
Yale-TB044	Rv1305	1460997	1461291	0
Yale-TB044	Rv1483	1673409	1675012	0
Yale-TB044	Rv1694	1917939	1918747	0
Yale-TB044	Rv1908c	2153888	2156112	0
Yale-TB044	Rv2043c	2288676	2289272	0
Yale-TB044	Rv2416c	2714123	2715372	0
Yale-TB044	Rv2428	2726093	2726194	0
Yale-TB044	Rv2535c	2859299	2860451	0
Yale-TB044	Rv2983	3339068	3339763	0
Yale-TB044	Rv3261	3640493	3642882	0
Yale-TB044	Rv3547	3986794	3987300	0
Yale-TB044	Rv3795	4246586	4249653	0
Yale-TB044	Rv3854c	4326003	4327548	0
Yale-TB045	MTB000019	1473245	1473331	4
Yale-TB045	MTB000020	1473657	1476796	0
Yale-TB045	Rv0005	6571	6762	0
Yale-TB045	Rv0006	7360	7583	0
Yale-TB045	Rv0407	490733	491794	0
Yale-TB045	Rv0667	760307	761286	0
Yale-TB045	Rv0676c	775585	778906	0
Yale-TB045	Rv0678	778906	779488	0
Yale-TB045	Rv0701	800793	801462	0
Yale-TB045	Rv1173	1302805	1305502	0
Yale-TB045	Rv1305	1460997	1461291	0
Yale-TB045	Rv1483	1673409	1675012	0
Yale-TB045	Rv1694	1917939	1918747	0
Yale-TB045	Rv1908c	2153888	2156112	0
Yale-TB045	Rv2043c	2288676	2289272	0
Yale-TB045	Rv2416c	2714123	2715372	0
Yale-TB045	Rv2428	2726093	2726194	0
Yale-TB045	Rv2535c	2859299	2860451	0
Yale-TB045	Rv2983	3339068	3339763	0
Yale-TB045	Rv3261	3640493	3642882	0
Yale-TB045	Rv3547	3986794	3987300	0
Yale-TB045	Rv3795	4246586	4249653	0
Yale-TB045	Rv3854c	4326003	4327548	0
Yale-TB046	MTB000019	1473245	1473331	0
Yale-TB046	MTB000020	1473657	1476796	2
Yale-TB046	Rv0005	6571	6762	0
Yale-TB046	Rv0006	7360	7583	0
Yale-TB046	Rv0407	490733	491794	0
Yale-TB046	Rv0667	760307	761286	0
Yale-TB046	Rv0676c	775585	778906	0
Yale-TB046	Rv0678	778906	779488	0
Yale-TB046	Rv0701	800793	801462	0
Yale-TB046	Rv1173	1302805	1305502	0
Yale-TB046	Rv1305	1460997	1461291	0
Yale-TB046	Rv1483	1673409	1675012	0
Yale-TB046	Rv1694	1917939	1918747	0
Yale-TB046	Rv1908c	2153888	2156112	0
Yale-TB046	Rv2043c	2288676	2289272	0
Yale-TB046	Rv2416c	2714123	2715372	0
Yale-TB046	Rv2428	2726093	2726194	0
Yale-TB046	Rv2535c	2859299	2860451	0
Yale-TB046	Rv2983	3339068	3339763	0
Yale-TB046	Rv3261	3640493	3642882	0
Yale-TB046	Rv3547	3986794	3987300	0
Yale-TB046	Rv3795	4246586	4249653	0
Yale-TB046	Rv3854c	4326003	4327548	0
Yale-TB047	MTB000019	1473245	1473331	246
Yale-TB047	MTB000020	1473657	1476796	40
Yale-TB047	Rv0005	6571	6762	0
Yale-TB047	Rv0006	7360	7583	0
Yale-TB047	Rv0407	490733	491794	0
Yale-TB047	Rv0667	760307	761286	11
Yale-TB047	Rv0676c	775585	778906	0
Yale-TB047	Rv0678	778906	779488	0
Yale-TB047	Rv0701	800793	801462	0
Yale-TB047	Rv1173	1302805	1305502	0
Yale-TB047	Rv1305	1460997	1461291	0
Yale-TB047	Rv1483	1673409	1675012	0
Yale-TB047	Rv1694	1917939	1918747	0
Yale-TB047	Rv1908c	2153888	2156112	0
Yale-TB047	Rv2043c	2288676	2289272	0
Yale-TB047	Rv2416c	2714123	2715372	0
Yale-TB047	Rv2428	2726093	2726194	0
Yale-TB047	Rv2535c	2859299	2860451	0
Yale-TB047	Rv2983	3339068	3339763	0
Yale-TB047	Rv3261	3640493	3642882	0
Yale-TB047	Rv3547	3986794	3987300	0
Yale-TB047	Rv3795	4246586	4249653	0
Yale-TB047	Rv3854c	4326003	4327548	0
Yale-TB048	MTB000019	1473245	1473331	2
Yale-TB048	MTB000020	1473657	1476796	3
Yale-TB048	Rv0005	6571	6762	0
Yale-TB048	Rv0006	7360	7583	0
Yale-TB048	Rv0407	490733	491794	0
Yale-TB048	Rv0667	760307	761286	0
Yale-TB048	Rv0676c	775585	778906	0
Yale-TB048	Rv0678	778906	779488	0
Yale-TB048	Rv0701	800793	801462	0
Yale-TB048	Rv1173	1302805	1305502	0
Yale-TB048	Rv1305	1460997	1461291	0
Yale-TB048	Rv1483	1673409	1675012	0
Yale-TB048	Rv1694	1917939	1918747	0
Yale-TB048	Rv1908c	2153888	2156112	0
Yale-TB048	Rv2043c	2288676	2289272	0
Yale-TB048	Rv2416c	2714123	2715372	0
Yale-TB048	Rv2428	2726093	2726194	0
Yale-TB048	Rv2535c	2859299	2860451	0
Yale-TB048	Rv2983	3339068	3339763	0
Yale-TB048	Rv3261	3640493	3642882	0
Yale-TB048	Rv3547	3986794	3987300	0
Yale-TB048	Rv3795	4246586	4249653	0
Yale-TB048	Rv3854c	4326003	4327548	0
Yale-TB049	MTB000019	1473245	1473331	0
Yale-TB049	MTB000020	1473657	1476796	3
Yale-TB049	Rv0005	6571	6762	0
Yale-TB049	Rv0006	7360	7583	0
Yale-TB049	Rv0407	490733	491794	0
Yale-TB049	Rv0667	760307	761286	0
Yale-TB049	Rv0676c	775585	778906	0
Yale-TB049	Rv0678	778906	779488	0
Yale-TB049	Rv0701	800793	801462	0
Yale-TB049	Rv1173	1302805	1305502	0
Yale-TB049	Rv1305	1460997	1461291	0
Yale-TB049	Rv1483	1673409	1675012	0
Yale-TB049	Rv1694	1917939	1918747	0
Yale-TB049	Rv1908c	2153888	2156112	0
Yale-TB049	Rv2043c	2288676	2289272	0
Yale-TB049	Rv2416c	2714123	2715372	0
Yale-TB049	Rv2428	2726093	2726194	0
Yale-TB049	Rv2535c	2859299	2860451	0
Yale-TB049	Rv2983	3339068	3339763	0
Yale-TB049	Rv3261	3640493	3642882	0
Yale-TB049	Rv3547	3986794	3987300	0
Yale-TB049	Rv3795	4246586	4249653	0
Yale-TB049	Rv3854c	4326003	4327548	0
Yale-TB050	MTB000019	1473245	1473331	11
Yale-TB050	MTB000020	1473657	1476796	1
Yale-TB050	Rv0005	6571	6762	0
Yale-TB050	Rv0006	7360	7583	0
Yale-TB050	Rv0407	490733	491794	0
Yale-TB050	Rv0667	760307	761286	0
Yale-TB050	Rv0676c	775585	778906	0
Yale-TB050	Rv0678	778906	779488	0
Yale-TB050	Rv0701	800793	801462	0
Yale-TB050	Rv1173	1302805	1305502	0
Yale-TB050	Rv1305	1460997	1461291	0
Yale-TB050	Rv1483	1673409	1675012	0
Yale-TB050	Rv1694	1917939	1918747	0
Yale-TB050	Rv1908c	2153888	2156112	0
Yale-TB050	Rv2043c	2288676	2289272	0
Yale-TB050	Rv2416c	2714123	2715372	0
Yale-TB050	Rv2428	2726093	2726194	0
Yale-TB050	Rv2535c	2859299	2860451	0
Yale-TB050	Rv2983	3339068	3339763	0
Yale-TB050	Rv3261	3640493	3642882	0
Yale-TB050	Rv3547	3986794	3987300	0
Yale-TB050	Rv3795	4246586	4249653	0
Yale-TB050	Rv3854c	4326003	4327548	0
Yale-TB051	MTB000019	1473245	1473331	323
Yale-TB051	MTB000020	1473657	1476796	136
Yale-TB051	Rv0005	6571	6762	80
Yale-TB051	Rv0006	7360	7583	1413
Yale-TB051	Rv0407	490733	491794	640
Yale-TB051	Rv0667	760307	761286	1626
Yale-TB051	Rv0676c	775585	778906	777
Yale-TB051	Rv0678	778906	779488	232
Yale-TB051	Rv0701	800793	801462	577
Yale-TB051	Rv1173	1302805	1305502	1945
Yale-TB051	Rv1305	1460997	1461291	111
Yale-TB051	Rv1483	1673409	1675012	480
Yale-TB051	Rv1694	1917939	1918747	1465
Yale-TB051	Rv1908c	2153888	2156112	389
Yale-TB051	Rv2043c	2288676	2289272	3341
Yale-TB051	Rv2416c	2714123	2715372	739
Yale-TB051	Rv2428	2726093	2726194	977
Yale-TB051	Rv2535c	2859299	2860451	245
Yale-TB051	Rv2983	3339068	3339763	1432
Yale-TB051	Rv3261	3640493	3642882	378
Yale-TB051	Rv3547	3986794	3987300	1358
Yale-TB051	Rv3795	4246586	4249653	625
Yale-TB051	Rv3854c	4326003	4327548	611
Yale-TB052	MTB000019	1473245	1473331	228
Yale-TB052	MTB000020	1473657	1476796	112
Yale-TB052	Rv0005	6571	6762	201
Yale-TB052	Rv0006	7360	7583	1272
Yale-TB052	Rv0407	490733	491794	1031
Yale-TB052	Rv0667	760307	761286	1880
Yale-TB052	Rv0676c	775585	778906	730
Yale-TB052	Rv0678	778906	779488	229
Yale-TB052	Rv0701	800793	801462	406
Yale-TB052	Rv1173	1302805	1305502	2393
Yale-TB052	Rv1305	1460997	1461291	112
Yale-TB052	Rv1483	1673409	1675012	596
Yale-TB052	Rv1694	1917939	1918747	1033
Yale-TB052	Rv1908c	2153888	2156112	281
Yale-TB052	Rv2043c	2288676	2289272	2435
Yale-TB052	Rv2416c	2714123	2715372	293
Yale-TB052	Rv2428	2726093	2726194	753
Yale-TB052	Rv2535c	2859299	2860451	246
Yale-TB052	Rv2983	3339068	3339763	583
Yale-TB052	Rv3261	3640493	3642882	342
Yale-TB052	Rv3547	3986794	3987300	650
Yale-TB052	Rv3795	4246586	4249653	467
Yale-TB052	Rv3854c	4326003	4327548	676
Yale-TB053	MTB000019	1473245	1473331	136
Yale-TB053	MTB000020	1473657	1476796	60
Yale-TB053	Rv0005	6571	6762	297
Yale-TB053	Rv0006	7360	7583	777
Yale-TB053	Rv0407	490733	491794	1335
Yale-TB053	Rv0667	760307	761286	1760
Yale-TB053	Rv0676c	775585	778906	861
Yale-TB053	Rv0678	778906	779488	151
Yale-TB053	Rv0701	800793	801462	262
Yale-TB053	Rv1173	1302805	1305502	1774
Yale-TB053	Rv1305	1460997	1461291	83
Yale-TB053	Rv1483	1673409	1675012	1030
Yale-TB053	Rv1694	1917939	1918747	981
Yale-TB053	Rv1908c	2153888	2156112	287
Yale-TB053	Rv2043c	2288676	2289272	2273
Yale-TB053	Rv2416c	2714123	2715372	398
Yale-TB053	Rv2428	2726093	2726194	416
Yale-TB053	Rv2535c	2859299	2860451	246
Yale-TB053	Rv2983	3339068	3339763	306
Yale-TB053	Rv3261	3640493	3642882	336
Yale-TB053	Rv3547	3986794	3987300	456
Yale-TB053	Rv3795	4246586	4249653	505
Yale-TB053	Rv3854c	4326003	4327548	1125
Yale-TB054	MTB000019	1473245	1473331	70
Yale-TB054	MTB000020	1473657	1476796	80
Yale-TB054	Rv0005	6571	6762	1669
Yale-TB054	Rv0006	7360	7583	497
Yale-TB054	Rv0407	490733	491794	676
Yale-TB054	Rv0667	760307	761286	1056
Yale-TB054	Rv0676c	775585	778906	711
Yale-TB054	Rv0678	778906	779488	87
Yale-TB054	Rv0701	800793	801462	156
Yale-TB054	Rv1173	1302805	1305502	580
Yale-TB054	Rv1305	1460997	1461291	101
Yale-TB054	Rv1483	1673409	1675012	784
Yale-TB054	Rv1694	1917939	1918747	204
Yale-TB054	Rv1908c	2153888	2156112	118
Yale-TB054	Rv2043c	2288676	2289272	476
Yale-TB054	Rv2416c	2714123	2715372	55
Yale-TB054	Rv2428	2726093	2726194	215
Yale-TB054	Rv2535c	2859299	2860451	177
Yale-TB054	Rv2983	3339068	3339763	36
Yale-TB054	Rv3261	3640493	3642882	121
Yale-TB054	Rv3547	3986794	3987300	180
Yale-TB054	Rv3795	4246586	4249653	143
Yale-TB054	Rv3854c	4326003	4327548	599
Yale-TB055	MTB000019	1473245	1473331	16
Yale-TB055	MTB000020	1473657	1476796	41
Yale-TB055	Rv0005	6571	6762	975
Yale-TB055	Rv0006	7360	7583	174
Yale-TB055	Rv0407	490733	491794	233
